Hybridization REF,TCGA-35-3615-01A-01R-0946-07,TCGA-55-1592-01A-01R-0946-07,TCGA-67-3770-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-55-1594-01A-01R-0946-07,TCGA-67-3771-01A-01R-0946-07,TCGA-44-2656-01A-02R-0946-07,TCGA-55-1595-01A-01R-0946-07,TCGA-67-3772-01A-01R-0946-07,TCGA-44-2659-01A-01R-0946-07,TCGA-55-1596-01A-01R-0946-07,TCGA-67-3773-01A-01R-0946-07,TCGA-44-2662-01A-01R-0946-07,TCGA-64-1676-01A-01R-0946-07,TCGA-67-3774-01A-01R-0946-07,TCGA-44-2665-01A-01R-0946-07
RPL23AP13,-1.13925,-0.521,-0.384,-0.2495,-2.02125,-1.683,-1.35375,0.60675,-2.167,0.87375,-3.05325,-1.646,-1.70975,-1.706,-0.6315,-0.86975
GNG11,0.16875,-0.4175,-0.00325,0.6385,-0.69275,-1.07875,-0.094,1.4135,1.04075,1.42275,-0.9905,2.70625,-1.29975,2.77675,-0.71775,-0.14225
SLAMF7,3.884666667,3.640166667,3.752666667,4.245166667,5.020833333,5.260666667,5.613,4.3025,5.391166667,4.977333333,3.728333333,4.852,2.987833333,4.117,4.008166667,1.849666667
INTS2,-1.51225,-0.31075,-1.80725,-0.7325,-0.78425,-1.92225,-0.8205,0.53875,-0.6415,-1.60175,-0.71775,-1.702,-0.40625,0.1105,-1.1455,-0.88275
LRP12,-0.331066667,1.292066667,1.3196,0.881933333,1.412,1.649866667,-0.978666667,0.2342,0.412266667,-1.056666667,1.066266667,-0.0024,1.126933333,0.658333333,0.212533333,0.777
SEC14L2,-1.305222222,-0.580777778,-0.211555556,-1.113111111,-0.739111111,0.290555556,-0.807444444,0.219111111,-0.635555556,-0.967111111,0.094111111,-1.227,0.332555556,-0.576666667,0.216666667,-0.279777778
PRR17,0.93625,-0.423,0.87925,1.61375,-0.1765,0.23825,-0.03075,-0.58,1.20175,0.2125,0.05525,0.263,-0.80175,1.4485,0.42625,0.285
RNUXA,-0.28825,-0.1395,-0.437,-0.0835,-0.50425,0.10625,0.208,0.31075,-0.50225,-0.585,-0.3945,-0.663,0.57175,-0.8625,0.14125,0.0395
ABHD10,0.2609,-0.3976,0.4605,-0.0528,0.4972,-0.708111111,0.3885,-0.5593,-0.170666667,-0.1036,0.9401,0.354,0.8186,0.3017,-0.0333,-0.003666667
ELA3A,-1.3845,-1.609,-1.13,-2.076,-1.2945,-2.9725,-2.4965,-1.964,-1.748,-2.41,-2.694,-2.037,-2.8905,-1.687,-1.88,-2.141
HAO2,-0.17725,0.2835,0.812,-0.444,0.172,0.14,0.9735,-0.001,0.21,-0.451,0.2665,-0.13725,0.9495,-0.31575,-0.05675,0.13275
RNH1,-0.6005,0.088625,-0.682375,0.025875,-0.26075,-0.32275,-0.135375,-0.389875,-1.06025,-0.940875,-0.747,-0.33,-0.2555,-0.83225,0.050875,-0.1175
SHANK2,0.794833333,0.995666667,0.341833333,0.561333333,-0.510166667,-0.5408,0.357333333,-0.535,0.9,1.603,0.882333333,0.684166667,-1.194833333,0.1395,1.171,-0.593
DAK,-0.792666667,-1.041,-0.4905,-0.310833333,-0.210666667,-1.154,-0.760666667,-1.145166667,-0.975833333,-1.790166667,-1.6595,-0.953166667,-1.085333333,-1.300666667,-1.068833333,-1.763666667
TCL1B,-0.208,-0.549,-1.5275,-0.678,0.1375,2.699,-0.2985,0.7145,-0.632,-0.364,-1.309,-0.626,-1.1465,-0.541,-0.655,-0.4515
UBE2E2,0.159333333,0.112833333,1.4895,-0.631166667,0.3625,1.413333333,1.2955,-0.0365,0.130333333,0.2155,-0.714833333,0.916666667,1.056666667,0.538166667,0.683333333,0.937
MIS12,-0.08,-0.416666667,-1.256666667,-0.123,0.285833333,-0.657666667,-0.5225,-0.368333333,-0.851,-1.264166667,0.109833333,-0.5755,-0.988666667,-0.617666667,-0.115833333,-0.678666667
C20orf11,-0.5786,0.049,-0.6221,-0.4479,0.9386,1.1012,-0.2987,-0.5736,0.1475,-0.247,-0.1861,-1.0077,0.3129,-0.3433,0.0571,-0.2021
MAGOH,0.517666667,0.352833333,-0.5385,0.1575,0.645166667,-0.326833333,0.5245,0.742666667,0.4415,0.568333333,0.654,0.154666667,0.959,1.104333333,0.056833333,0.135833333
CENPB,0.051166667,-0.006666667,0.511833333,0.541833333,-0.320333333,0.0865,-0.176166667,-0.272833333,0.478666667,0.046166667,0.135666667,-0.475333333,-0.587,-0.042,0.074666667,-0.070166667
JMJD1A,-1.3765,-0.2237,-0.8789,-1.2241,-0.3732,-0.5001,-0.8678,-0.3316,-0.9095,-0.8153,-0.8422,-0.883,-0.2319,-0.3319,-0.9398,-1.2847
TBRG1,0.0111,0.477,0.1604,0.0059,-0.0854,0.2908,0.523,-0.2347,-0.3469,0.3905,0.4161,0.1899,0.1907,-0.3423,0.2684,0.377
GTF2E2,-0.4555,0.472,-0.235,0.024,-0.2745,0.397,-0.76,-1.163666667,-0.352166667,-0.0725,0.1475,-0.279833333,-0.229833333,0.281166667,0.335166667,0.145666667
CCNF,-1.6215,-1.007333333,-1.892833333,-2.2605,-0.366666667,-1.537833333,-0.926666667,-0.254333333,-1.437833333,-1.626666667,-1.198333333,-2.425,-0.423833333,-0.882333333,-1.858833333,-1.444
NOVA1,-1.384333333,-1.3275,-0.66,-1.4255,-0.4345,-0.871833333,-0.982833333,-1.102,-0.535666667,0.0585,-2.186333333,2.766,-0.7945,0.982833333,-0.82,-0.1715
FZD3,0.1162,1.0193,-2.1095,-0.4372,0.4991,0.1111,-1.7809,-0.5701,-0.1587,0.4683,-0.6933,-1.6872,-1.1341,-2.0741,0.3813,-0.6572
AKAP8,-1.099,-0.8285,-1.6175,-1.3245,-1.06125,0.0105,-0.8095,-0.4525,-1.1095,-0.4605,-0.1015,-1.191,-0.745,-1.08275,-1.02025,-0.221
HDAC10,-0.3065,0,-0.7765,-1.1245,-0.857,-0.4315,-0.6755,-0.54,-1.425,-0.6845,-0.676,-0.657,-0.6825,-0.9645,-0.602,-0.698
SH3BGR,1.163,0.67725,2.473,1.5075,-0.5955,0.28025,1.0165,0.4595,1.50375,-0.33725,1.3445,1.05875,0.82625,0.58775,0.89175,0.38275
MYCL1,-0.6025,0.84075,-0.76475,-0.897625,2.551625,0.237875,-0.5285,-0.015625,-0.16775,-0.739125,0.523375,-0.465142857,-0.524375,-1.020125,0.2705,-0.305625
SLC27A2,0.582,-1.031,-1.97475,-1.001,-1.16675,-1.316,-1.47825,-0.44,-1.98775,-4.01125,-0.05925,-2.96925,-0.8545,-2.69325,-0.346,-0.7865
OVOL1,-0.959375,-0.38225,-0.034375,-0.043428571,-1.129166667,-0.010428571,0.605285714,0.6305,0.291571429,-0.13925,-0.328625,0.108125,0.1795,0.184875,0.864142857,0.024166667
PAMCI,-0.319666667,0.610333333,-1.809333333,0.287666667,-1.432833333,-1.8665,-2.0155,-1.896333333,1.063333333,-2.097333333,0.361166667,-2.097,-2.47,-2.480333333,-0.298,-2.320166667
C14orf142,1.038666667,0.372666667,2.009166667,-0.2175,0.811833333,-0.0975,0.772833333,-0.088166667,1.300833333,-0.089666667,0.915166667,0.812833333,-0.218166667,0.776,0.640833333,0.835666667
AIG1,0.63975,0.4635,2.5535,1.248,-0.411,-0.24425,0.492,-0.14425,1.70025,0.093,0.59875,0.5545,1.36125,2.426,0.92625,1.66975
TMED6,2.22325,-0.548,2.71,2.5735,2.72275,-2.2225,-2.4055,-2.0415,2.483,3.38175,1.93275,5.05925,-2.7045,-1.65625,0.93125,-0.569
C16orf70,-0.64425,-0.28275,-1.81375,-0.8635,-0.10175,-0.722,-0.672,-0.5425,-0.96175,-0.402,0.5745,-0.89175,-0.04425,-0.0045,-0.70325,0.004
DCN,1.945,2.02325,2.240625,1.88,1.00425,1.817875,2.39,2.413125,3.686125,3.11175,1.132875,2.44775,2.682125,2.121625,2.48625,4.49675
SUCLG2,0.9435,0.3955,1.2575,1.0555,-0.294,-0.03825,1.24625,0.6705,-0.0425,0.06875,0.0015,0.83975,1.20275,-0.30225,1.67275,0.62825
IFNAR2,-0.168333333,-0.147666667,1.396,1.185166667,0.806333333,0.895166667,1.700666667,0.793333333,0.900166667,1.624666667,1.439333333,1.557833333,2.273333333,0.897166667,0.543,0.3925
NXF5,-0.233666667,-0.595833333,-0.8052,-0.551,-0.8845,3.727666667,-0.692333333,-0.421,-0.410833333,-1.233333333,-0.592833333,-0.415166667,-0.620833333,-1.3015,0.207166667,-0.266166667
NRBF2,0.129,0.256125,-0.03425,0.41475,0.28125,1.004625,0.440875,0.20425,0.461125,0.164875,0.586875,0.2695,0.394,0.36375,0.8235,0.839625
KCTD3,-3.4205,0.16125,-2.094,-0.83825,-0.933,-1.3635,-1.37375,-1.72625,-0.64525,-1.80025,-0.25675,-2.59375,-0.05775,-0.6475,-0.52825,0.0025
ITGAE,0.3525,-0.928333333,0.339333333,0.595833333,0.1015,-0.813166667,-0.380833333,-0.7645,0.225833333,-1.541333333,-0.806166667,-0.529,-0.581833333,-0.2505,0.241833333,-0.674
XAB1,-0.1195,-0.05125,0.4405,0.1125,0.94975,0.26975,0.1855,0.2605,-0.01675,-0.16975,0.434,0.5185,0.86425,0.3655,0.2895,-0.233
TMLHE,-2.1297,0.8168,-1.5421,-2.0088,-0.6339,0.0811,-1.1711,-1.6865,-0.7981,-0.3836,1.9264,-1.3259,-0.0367,-1.6781,-0.9355,-0.404
C22orf36,0.1255,0.9795,1.16,-0.041,-0.393,-0.8435,0.17225,-0.1175,-0.403,0.79275,0.674,0.49,-1.6785,-0.85575,-0.54525,-1.099
STMN2,4.59375,0.71675,5.0935,3.34925,1.63675,3.32275,1.63825,2.534,5.08375,0.6475,0.244,2.839,2.871,1.26875,0.7735,3.56075
ATXN2L,-1.354166667,-0.643583333,-1.348166667,-1.3695,-1.32825,-1.146333333,-1.034916667,-0.653833333,-1.836916667,-0.851083333,-1.192583333,-1.33125,-0.803166667,-1.217583333,-1.110416667,-0.882916667
ZNF486,-0.931666667,0.793333333,0.939,-0.316666667,1.5675,0.796833333,-0.766166667,0.1855,0.4155,1.270333333,0.189333333,0.8395,-0.389166667,-0.649833333,-0.972833333,-0.053666667
AIFM2,1.40525,-1.136125,-0.38925,1.23875,-0.354125,0.851375,0.1385,-0.66625,-0.327875,0.364625,0.848375,0.279,-0.5355,-0.3225,0.1135,-0.461875
